pin,slack
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[2]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_pipe_pusher.sampleA_adr_pipe_1[2]:SLn,5865
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:CLK,7219
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:D,4953
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:Q,7219
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_imag_slice[0]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m68_1_1:A,1660
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m68_1_1:B,886
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m68_1_1:C,824
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m68_1_1:Y,824
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[2]:A,7431
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[2]:B,7340
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[2]:C,6785
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[2]:D,6733
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[2]:Y,6733
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:ADn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:ALn,6786
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:CLK,6258
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:D,6192
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:LAT,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:Q,6258
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:SD,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_min[1]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:CLK,4024
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:D,6905
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:EN,2140
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:Q,4024
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max[1]:SLn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:A,7099
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:B,6969
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:FCI,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_0:FCO,6969
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_30:EN,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_30:IPENn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_284:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_284:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_284:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_284:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_284:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:B,7372
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:FCI,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:FCO,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_imag_rnd_slice_bias_cry_13:S,7162
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_171:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m60_2:A,714
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m60_2:B,-140
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m60_2:C,801
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m60_2:Y,-140
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_16:B,5799
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_16:C,4585
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_16:IPB,5799
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_16:IPC,4585
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:CLK,3421
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:D,3798
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:Q,3421
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/sampleA_adr[4]:SLn,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_115:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:CLK,7369
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:D,8660
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:EN,7335
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:Q,7369
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/p_load_state_manager.ram_dat_w_sig_0[8]:SLn,5942
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:A,7371
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:B,7207
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:FCI,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:FCO,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/un2_temp_real_rnd_slice_bias_cry_8:S,7247
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_sub_DFT_BFly_manager.twiddle_index_next_4[2]:A,2236
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_sub_DFT_BFly_manager.twiddle_index_next_4[2]:B,6303
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_sub_DFT_BFly_manager.twiddle_index_next_4[2]:Y,2236
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:CLK,4498
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:D,3597
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:Q,4498
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bf0_real_b_in[4]:SLn,
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:ADn,
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:ALn,6786
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:CLK,5359
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:D,6011
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:EN,6218
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:LAT,
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:Q,5359
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:SD,
FFT_AHB_Wrapper_0/p_FFT_CTRL_ADDR.core_regs_3[8]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[8]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:A,-140
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:B,-248
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:C,6185
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:FCI,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m370_2_1_0_wmux_3:Y,-248
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:C,4683
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:IPC,4683
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_31:IPD,
FFT_AHB_Wrapper_0/core_regs_5[3]:ADn,
FFT_AHB_Wrapper_0/core_regs_5[3]:ALn,6786
FFT_AHB_Wrapper_0/core_regs_5[3]:CLK,4116
FFT_AHB_Wrapper_0/core_regs_5[3]:D,4893
FFT_AHB_Wrapper_0/core_regs_5[3]:EN,8416
FFT_AHB_Wrapper_0/core_regs_5[3]:LAT,
FFT_AHB_Wrapper_0/core_regs_5[3]:Q,4116
FFT_AHB_Wrapper_0/core_regs_5[3]:SD,
FFT_AHB_Wrapper_0/core_regs_5[3]:SLn,
FFT_AHB_Wrapper_0/abs_val_stable:ADn,
FFT_AHB_Wrapper_0/abs_val_stable:ALn,6786
FFT_AHB_Wrapper_0/abs_val_stable:CLK,-5
FFT_AHB_Wrapper_0/abs_val_stable:D,57
FFT_AHB_Wrapper_0/abs_val_stable:EN,
FFT_AHB_Wrapper_0/abs_val_stable:LAT,
FFT_AHB_Wrapper_0/abs_val_stable:Q,-5
FFT_AHB_Wrapper_0/abs_val_stable:SD,
FFT_AHB_Wrapper_0/abs_val_stable:SLn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:A,7174
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:B,7037
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:FCI,6969
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_4:FCO,6969
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIS0H9:A,4971
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIS0H9:B,7591
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIS0H9:Y,4971
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_10:EN,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_10:IPENn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:CLK,5004
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:Q,5004
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_a_pipe_3[6]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:CLK,3641
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:D,4522
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:EN,3804
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:Q,3641
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/mem_adr[3]:SLn,
FFT_AHB_Wrapper_0/un1_delay_cnt_1.CO1:A,6574
FFT_AHB_Wrapper_0/un1_delay_cnt_1.CO1:B,6475
FFT_AHB_Wrapper_0/un1_delay_cnt_1.CO1:C,4075
FFT_AHB_Wrapper_0/un1_delay_cnt_1.CO1:Y,4075
GMII_TXD_obuf[7]/U0/U_IOENFF:A,
GMII_TXD_obuf[7]/U0/U_IOENFF:Y,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_bm[2]:A,3906
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_bm[2]:B,5992
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_bm[2]:C,4593
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_bm[2]:D,3662
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_b_in_2_0_i_m2_bm[2]:Y,3662
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/FF_18:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_1/HARD_MULT_ADDSUB_C0_0/U0/U0/FF_18:IPENn,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_11:B,6894
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_11:IPB,6894
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_114:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:A,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:B,4505
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:C,7314
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:FCI,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:FCO,4418
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Loader_0/ram_adr_start_sig_RNI8BCTS[5]:S,4488
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_2[2]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_2[2]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_2[2]:CLK,8668
